ListingID,City,Locality,PropertyType,BHK,Bathrooms,Balconies,Furnishing,SuperBuiltUpArea_sqft,BuiltUpArea_sqft,CarpetArea_sqft,Floor,TotalFloors,Parking,BuildingType,YearBuilt,AgeYears,Facing,AmenitiesCount,IsRERARegistered,RERAID,Latitude,Longitude,Price_INR
HP01395,Chennai,Porur,Apartment,3,3.0,1.0,Semi-Furnished,1659,1373,1246,6,6,Basement,Mid Rise,2012.0,13,South-East,7,True,CHE-RERA-1769-25,13.159575,80.200563,13620000
HP00808,Delhi NCR,Ghaziabad-Indirapuram,Apartment,3,3.0,1.0,Semi-Furnished,2372,1908,1689,5,32,Covered,High Rise,2012.0,13,West,8,True,DEL-RERA-7877-26,28.484128,77.335137,20270000
HP01777,Kolkata,Tollygunge,Villa,5,6.0,2.0,Semi-Furnished,4840,3905,3311,0,2,Stilt,Bungalow,2015.0,10,North-West,5,True,KOL-RERA-7736-45,22.622617,88.402596,40790000
HP01771,Hyderabad,Jubilee Hills,Villa,3,4.0,1.0,Semi-Furnished,2072,1550,1296,1,11,None,Gated Community,2017.0,8,East,9,True,HYD-RERA-4635-28,17.491784,78.327017,18860000
HP00287,Pune,Wakad,Apartment,3,4.0,2.0,Furnished,1565,1194,1085,1,2,None,Low Rise,2021.0,4,South-West,5,True,PUN-RERA-9592-11,18.452134,73.786966,14020000
HP01805,MMR,Mulund,Apartment,3,3.0,2.0,Unfurnished,2000,1607,1425,20,21,Open,High Rise,2020.0,5,East,8,True,MMR-RERA-3018-77,19.155715,72.865006,33100000
HP00407,Chennai,Velachery,Independent House,4,5.0,1.0,Unfurnished,2428,1839,1557,0,2,Covered,Bungalow,1991.0,34,West,5,False,,12.912856,80.223367,16780000
HP01182,MMR,Andheri West,Penthouse,5,6.0,1.0,Semi-Furnished,5260,4200,3399,4,39,Open,High Rise,2019.0,6,South-East,6,True,MMR-RERA-4487-22,19.281115,72.903519,88590000
HP00164,Chennai,T Nagar,Apartment,2,3.0,1.0,Unfurnished,1946,1465,1267,3,35,Open,High Rise,2011.0,14,East,10,True,CHE-RERA-3033-16,12.930742,80.224113,16030000
HP01250,Pune,Hinjawadi,Apartment,2,2.0,2.0,Semi-Furnished,1754,1462,1286,10,11,Open,Gated Community,2019.0,6,South-East,7,True,PUN-RERA-6999-84,18.52682,73.940387,14210000
HP01712,Delhi NCR,Gurugram-Sector 56,Apartment,3,3.0,1.0,Furnished,2273,1846,1577,1,4,Covered,Standalone Building,2022.0,3,East,8,True,DEL-RERA-3849-37,28.454751,77.465819,22630000
HP00424,Ahmedabad,Thaltej,Row House,2,3.0,2.0,Furnished,1250,937,820,0,2,,Bungalow,2025.0,0,North,8,True,AHM-RERA-2531-80,22.995608,72.513489,7560000
HP01605,Kolkata,Rajarhat,Apartment,4,5.0,1.0,Semi-Furnished,2264,1919,1705,13,38,Basement,High Rise,2025.0,0,South,9,True,KOL-RERA-9419-65,22.570078,88.481468,20260000
HP01402,Ahmedabad,Bodakdev,Penthouse,3,4.0,1.0,Semi-Furnished,2467,2017,1644,10,13,Open,High Rise,2022.0,3,West,8,True,AHM-RERA-1824-57,22.955128,72.48394,17150000
HP01405,Chennai,T Nagar,Apartment,1,2.0,,Semi-Furnished,978,755,646,8,11,None,Gated Community,2022.0,3,East,8,True,CHE-RERA-4802-21,13.181173,80.340839,10690000
HP00809,Chennai,Sholinganallur,Apartment,3,4.0,1.0,Semi-Furnished,2263,1865,1525,4,15,Covered,High Rise,2001.0,24,North-West,7,False,,13.063557,80.21142,18260000
HP00066,Hyderabad,Gachibowli,Apartment,2,3.0,1.0,Semi-Furnished,1297,995,845,7,15,Open,High Rise,2025.0,0,South-West,5,False,,17.426698,78.548197,9500000
HP01453,Delhi NCR,Dwarka,Apartment,3,4.0,1.0,Furnished,2379,1988,1697,0,3,Covered,Standalone Building,2013.0,12,North-West,5,True,DEL-RERA-2949-68,28.539161,76.936653,20160000
HP00760,Chennai,Velachery,Apartment,2,2.0,2.0,Semi-Furnished,1048,787,715,4,6,Basement,Gated Community,2023.0,2,North-West,7,True,CHE-RERA-3854-19,13.194511,80.177749,9370000
HP02280,Ahmedabad,Satellite,Apartment,4,5.0,1.0,Semi-Furnished,3483,2806,2510,2,2,Stilt,Standalone Building,2016.0,9,South-East,8,True,AHM-RERA-5645-54,23.012966,72.563708,17450000
HP01895,Delhi NCR,Ghaziabad-Indirapuram,Villa,4,4.0,1.0,Semi-Furnished,2221,1726,1559,0,3,Open,Bungalow,,9,West,7,True,DEL-RERA-3521-26,28.460058,77.246083,25380000
HP01481,Hyderabad,Gachibowli,Independent House,5,6.0,1.0,Semi-Furnished,5461,4450,3670,7,9,Covered,Gated Community,2014.0,11,East,6,True,HYD-RERA-9578-60,17.388206,78.41822,45640000
HP00481,Delhi NCR,Dwarka,Penthouse,4,4.0,1.0,Furnished,2817,2087,1736,37,40,Covered,High Rise,2013.0,12,North-East,8,True,DEL-RERA-4631-98,28.411135,77.217845,31270000
HP02021,Hyderabad,Banjara Hills,Penthouse,4,5.0,1.0,Unfurnished,3218,2414,1988,10,12,Covered,High Rise,2008.0,17,North-East,7,True,HYD-RERA-4262-76,17.499907,78.400085,29980000
HP01376,Delhi NCR,Faridabad-Sector 21,Apartment,3,3.0,3.0,Semi-Furnished,1626,1270,1099,16,25,Open,High Rise,2024.0,1,South,6,False,,28.696227,76.921115,15090000
HP00473,Pune,Kharadi,Apartment,1,2.0,1.0,Unfurnished,840,681,619,3,4,Covered,Standalone Building,2025.0,0,South-East,8,True,PUN-RERA-6535-75,18.517457,73.89816,7230000
HP00231,Chennai,Anna Nagar,Penthouse,5,5.0,3.0,Semi-Furnished,2610,2094,1904,13,14,Stilt,High Rise,2025.0,0,North,5,True,CHE-RERA-4802-19,,80.176226,27210000
HP01831,MMR,Bandra West,Independent House,3,4.0,1.0,Semi-Furnished,2615,2011,1600,0,3,Covered,Bungalow,2024.0,1,South-West,9,True,MMR-RERA-9442-31,19.267696,72.807583,40480000
HP00860,Chennai,Porur,Independent House,4,4.0,2.0,Semi-Furnished,3953,3088,2464,4,6,Covered,Gated Community,2023.0,2,South,6,True,CHE-RERA-2426-95,13.036808,80.307385,39220000
HP00788,Kolkata,New Town,Independent House,4,4.0,2.0,Unfurnished,2651,2107,1893,8,11,Covered,Gated Community,2011.0,14,West,7,True,KOL-RERA-4249-66,22.607442,88.445661,18050000
HP00789,MMR,Bandra West,Penthouse,4,5.0,2.0,Semi-Furnished,3591,2658,2020,21,37,Basement,High Rise,2023.0,2,South,7,True,MMR-RERA-6047-44,19.06715,72.847821,74700000
HP00565,Pune,Viman Nagar,Villa,3,4.0,1.0,Unfurnished,1714,1284,1071,0,5,Open,Low Rise,2025.0,0,North,4,False,,18.593753,73.792847,19500000
HP01751,Chennai,Porur,Apartment,3,4.0,1.0,Unfurnished,1472,1150,1045,5,6,Open,Gated Community,2025.0,0,North-East,7,True,CHE-RERA-6855-33,12.971039,80.256998,12430000
HP01754,Bengaluru,Sarjapur Road,Studio,0,1.0,1.0,Unfurnished,467,390,341,4,6,Open,Mid Rise,2012.0,13,,8,True,BEN-RERA-5960-35,12.967289,77.678814,3730000
HP00325,Bengaluru,Koramangala,Apartment,3,4.0,2.0,Unfurnished,2628,2084,1717,2,6,Covered,Gated Community,2012.0,13,South-West,7,True,BEN-RERA-3960-15,12.842335,77.702585,23280000
HP01832,Delhi NCR,Noida-Sector 76,Apartment,2,3.0,2.0,Semi-Furnished,1450,1139,1008,15,17,Covered,High Rise,2013.0,12,West,9,False,,28.375064,77.072028,11400000
HP00375,Ahmedabad,Thaltej,Penthouse,4,4.0,2.0,Unfurnished,4111,2937,2594,20,30,Open,High Rise,2000.0,25,South-West,8,True,AHM-RERA-3135-37,23.111586,72.477807,25360000
HP01855,Hyderabad,Gachibowli,Apartment,3,4.0,2.0,Unfurnished,1361,1153,1022,2,11,Covered,Mid Rise,2025.0,0,South-East,6,False,,17.455335,78.492612,10260000
HP01773,Pune,Hinjawadi,Apartment,3,4.0,2.0,Semi-Furnished,1906,1520,1356,8,8,Covered,Gated Community,2019.0,6,North-West,9,True,PUN-RERA-2941-75,18.474527,73.791444,18490000
HP01675,Ahmedabad,Prahlad Nagar,Apartment,3,3.0,2.0,Semi-Furnished,1593,1317,1110,2,6,Open,Mid Rise,2000.0,25,North-West,6,True,AHM-RERA-4755-52,22.919927,72.41434,8020000
HP01576,Chennai,Anna Nagar,Apartment,2,3.0,1.0,Semi-Furnished,1259,1016,909,7,9,Basement,Mid Rise,2002.0,23,West,8,False,,13.166891,80.237362,10120000
HP00298,Bengaluru,Indiranagar,Penthouse,4,5.0,1.0,Furnished,4075,2911,2394,2,12,Covered,High Rise,2024.0,1,South-West,6,True,BEN-RERA-5416-83,12.801059,77.537252,54420000
HP00549,MMR,Vile Parle,Independent House,4,5.0,1.0,Semi-Furnished,3531,2688,2249,0,3,Open,Bungalow,2016.0,9,South-East,9,True,MMR-RERA-5360-41,18.99332,72.784839,50390000
HP01304,Ahmedabad,Bodakdev,Villa,5,5.0,3.0,Semi-Furnished,3683,2908,2371,0,2,Covered,Bungalow,2025.0,0,East,4,True,AHM-RERA-1899-30,23.065189,72.597779,21360000
HP00240,Pune,Wakad,Studio,0,2.0,1.0,Semi-Furnished,646,514,460,1,26,Stilt,High Rise,2025.0,0,,8,True,PUN-RERA-6833-76,18.552629,73.93542,5460000
HP00100,Pune,Kothrud,Apartment,3,4.0,2.0,Unfurnished,1528,1202,1093,4,5,None,Standalone Building,2012.0,13,West,6,True,PUN-RERA-7424-84,18.638654,73.884055,11760000
HP01484,Kolkata,Behala,Apartment,3,3.0,2.0,Unfurnished,2700,2058,1707,4,7,Covered,Gated Community,2017.0,8,South,7,False,,22.635245,88.440402,20400000
HP00282,Ahmedabad,Satellite,Apartment,1,1.0,2.0,Semi-Furnished,987,772,658,19,23,Basement,High Rise,2015.0,10,North-East,7,True,AHM-RERA-8141-27,23.146253,72.518557,4800000
HP00355,Bengaluru,Sarjapur Road,Studio,0,1.0,1.0,Semi-Furnished,615,521,463,2,3,Stilt,Standalone Building,2016.0,9,North,8,True,BEN-RERA-5073-15,13.121423,77.562426,4900000
HP02152,Bengaluru,Yelahanka,Apartment,1,2.0,2.0,Unfurnished,917,748,655,9,21,Basement,High Rise,2005.0,20,West,9,True,BEN-RERA-3383-22,12.895025,77.604998,7660000
HP00880,Delhi NCR,Faridabad-Sector 21,Penthouse,3,4.0,3.0,Semi-Furnished,2297,1811,1390,18,31,Open,High Rise,1991.0,34,North-East,8,True,DEL-RERA-3958-17,28.722409,77.368628,22650000
HP02111,MMR,Thane West,Apartment,2,3.0,1.0,Semi-Furnished,1523,1211,1081,0,3,Open,Low Rise,2016.0,9,East,3,True,MMR-RERA-5933-27,19.019485,72.944255,21490000
HP01126,MMR,Andheri West,Apartment,2,2.0,2.0,Unfurnished,1700,1387,1201,20,38,Covered,High Rise,2011.0,14,South-West,10,False,,19.047812,72.909786,24040000
HP01437,Delhi NCR,Gurugram-Sector 56,Apartment,4,5.0,1.0,Unfurnished,2656,2045,1770,3,12,Covered,Mid Rise,2017.0,8,South-West,9,True,DEL-RERA-5602-22,,77.446431,27510000
HP02105,MMR,Vile Parle,Villa,6,7.0,2.0,Unfurnished,4624,3594,3267,0,1,Basement,Bungalow,2012.0,13,South-West,7,True,MMR-RERA-2817-31,18.921388,72.855752,79770000
HP01226,Chennai,Anna Nagar,Penthouse,5,6.0,2.0,Unfurnished,4224,3225,2752,10,17,Open,High Rise,2003.0,22,North-West,8,True,CHE-RERA-8654-53,13.12193,80.323974,48840000
HP01342,Pune,Kothrud,Penthouse,4,5.0,2.0,Unfurnished,2675,2182,1822,8,14,Open,High Rise,2021.0,4,South,6,True,PUN-RERA-2192-70,18.520726,73.752523,29490000
HP00125,Delhi NCR,Noida-Sector 62,Villa,4,5.0,1.0,Furnished,2989,2300,1870,0,3,Covered,Bungalow,2011.0,14,North-East,8,True,DEL-RERA-9424-18,28.72128,77.107204,31890000
HP02081,Bengaluru,Electronic City,Independent House,3,4.0,2.0,Unfurnished,2772,2050,1773,2,10,Covered,Gated Community,2024.0,1,North-West,8,False,,13.067517,77.659598,26000000
HP00186,Bengaluru,Sarjapur Road,Apartment,4,5.0,1.0,Unfurnished,3790,2884,2540,3,7,Basement,Gated Community,2016.0,9,South,6,True,BEN-RERA-9191-13,12.937164,77.735919,29910000
HP01230,Bengaluru,Whitefield,Apartment,2,3.0,1.0,Semi-Furnished,1743,1322,1088,12,14,Covered,High Rise,2007.0,18,West,7,True,BEN-RERA-2369-47,12.866273,77.584301,13600000
HP02337,Pune,Hinjawadi,Apartment,3,4.0,1.0,,2193,1762,1602,1,3,None,Standalone Building,2024.0,1,North-West,8,True,PUN-RERA-5570-52,18.640499,73.867665,23720000
HP01739,MMR,Mulund,Apartment,1,2.0,1.0,Furnished,993,758,678,15,38,Covered,High Rise,2020.0,5,North-West,8,True,MMR-RERA-4314-47,19.121584,72.825584,15730000
HP02333,Bengaluru,Electronic City,Apartment,3,3.0,1.0,Unfurnished,2858,2225,1822,10,12,,Gated Community,2019.0,6,South-East,6,True,BEN-RERA-6873-68,,77.670871,24870000
HP00512,Chennai,Adyar,Row House,2,3.0,1.0,Semi-Furnished,1048,888,792,1,2,Covered,Standalone Building,2010.0,15,North,5,True,CHE-RERA-7599-27,13.030723,80.185405,9310000
HP02363,Hyderabad,Madhapur,Apartment,3,4.0,1.0,Semi-Furnished,2063,1609,1445,8,8,Covered,Gated Community,2022.0,3,North,7,True,HYD-RERA-4597-53,17.373003,78.585192,16000000
HP00977,Hyderabad,Gachibowli,Apartment,2,3.0,2.0,Unfurnished,1665,1302,1163,9,12,Covered,Gated Community,2016.0,9,South,9,True,HYD-RERA-1016-88,17.3034,78.439147,12980000
HP01443,Pune,Kharadi,Row House,1,2.0,1.0,Unfurnished,931,738,610,0,2,Covered,Bungalow,2022.0,3,East,7,True,PUN-RERA-3307-82,18.554381,73.832641,9080000
HP01179,Chennai,OMR,Apartment,2,3.0,1.0,Semi-Furnished,1365,1120,964,7,7,Covered,Mid Rise,2004.0,21,North-West,9,True,CHE-RERA-6897-66,12.97681,80.302788,10730000
HP01197,Delhi NCR,Faridabad-Sector 21,Penthouse,5,5.0,1.0,Unfurnished,4192,3264,2524,17,29,Open,High Rise,2002.0,23,North-West,9,True,DEL-RERA-8279-45,28.652344,,40330000
HP00942,Kolkata,Salt Lake,Apartment,3,,1.0,Furnished,1850,1405,1239,11,12,Stilt,High Rise,2024.0,1,West,9,True,KOL-RERA-1884-97,22.590539,88.333638,17110000
HP00720,Bengaluru,Koramangala,Apartment,4,4.0,1.0,Furnished,2442,2033,1723,6,10,Open,Gated Community,2025.0,0,South-East,8,True,BEN-RERA-6567-14,12.953322,77.465339,25390000
HP02156,Ahmedabad,Satellite,Independent House,5,6.0,2.0,Unfurnished,4000,3125,2685,0,2,Open,Bungalow,2008.0,17,North-East,4,True,AHM-RERA-1514-37,23.007102,72.551945,16770000
HP00024,Chennai,T Nagar,Apartment,3,4.0,1.0,Semi-Furnished,1915,1619,1370,22,23,Covered,High Rise,2021.0,4,South-East,5,True,CHE-RERA-9970-17,12.922106,80.227371,17720000
HP00953,Delhi NCR,Ghaziabad-Indirapuram,Studio,0,1.0,0.0,Furnished,600,466,400,24,34,Basement,High Rise,2013.0,12,South-West,10,True,DEL-RERA-7217-50,28.427552,77.439306,5280000
HP01287,Hyderabad,Jubilee Hills,Studio,0,1.0,1.0,,697,590,528,3,35,Open,High Rise,2018.0,7,South-East,6,True,HYD-RERA-2911-21,17.365208,78.433222,4470000
HP00766,Pune,Hinjawadi,Studio,0,1.0,1.0,Semi-Furnished,556,454,408,0,2,Open,Standalone Building,2025.0,0,North-East,4,False,,,73.824009,4160000
HP02260,Chennai,Velachery,Villa,4,5.0,1.0,Semi-Furnished,2750,2107,1750,0,2,Covered,Bungalow,2015.0,10,West,8,True,CHE-RERA-4464-78,13.011429,80.260048,27480000
HP01779,Ahmedabad,,Penthouse,3,4.0,2.0,Semi-Furnished,2530,1979,1618,16,19,Covered,High Rise,2014.0,11,South,10,False,,22.934526,72.616715,16030000
HP01766,Ahmedabad,Maninagar,Apartment,2,2.0,2.0,Furnished,1180,915,812,1,3,Covered,Low Rise,2022.0,3,West,8,True,AHM-RERA-4405-16,22.96925,72.614318,7080000
HP01908,Chennai,T Nagar,Apartment,2,2.0,2.0,Unfurnished,1011,847,758,13,20,Open,High Rise,2018.0,7,North-West,7,True,CHE-RERA-2163-97,12.906875,80.18238,10140000
HP01101,Delhi NCR,Gurugram-Sector 56,Penthouse,2,3.0,1.0,Furnished,1715,1317,1096,18,19,Covered,High Rise,2006.0,19,South-East,7,True,DEL-RERA-7038-63,28.720717,77.444447,19550000
HP00312,Hyderabad,Kondapur,Apartment,3,3.0,1.0,Unfurnished,1820,1410,1201,3,32,Basement,High Rise,2020.0,5,North-East,6,True,HYD-RERA-3740-68,17.306932,78.553953,13920000
HP00352,Kolkata,Tollygunge,Independent House,3,4.0,3.0,Semi-Furnished,2580,2022,1608,2,2,Covered,Standalone Building,2021.0,4,West,9,True,KOL-RERA-4922-27,22.594033,88.492481,19470000
HP00307,Ahmedabad,Thaltej,Independent House,2,3.0,1.0,Unfurnished,1514,1164,973,8,8,Open,Gated Community,2024.0,1,North-West,8,True,AHM-RERA-6496-35,22.990123,72.471979,7050000
HP01796,Hyderabad,Madhapur,Apartment,2,2.0,3.0,Semi-Furnished,1626,1238,1013,1,10,Open,Mid Rise,2015.0,10,West,7,False,,17.304517,78.556035,13070000
HP02320,Hyderabad,Gachibowli,Penthouse,6,7.0,2.0,Unfurnished,5709,4386,3501,13,32,Covered,High Rise,2024.0,1,West,6,True,HYD-RERA-1296-13,17.410247,78.505878,55200000
HP02262,Hyderabad,Jubilee Hills,Apartment,2,2.0,3.0,Unfurnished,1632,1355,1171,1,4,Open,Low Rise,2015.0,10,North-East,6,True,HYD-RERA-3680-92,17.530128,78.503012,12100000
HP02351,MMR,Thane West,Apartment,1,2.0,3.0,Furnished,1164,930,772,11,13,Open,High Rise,2010.0,15,North-West,9,True,MMR-RERA-3919-26,18.926285,72.787262,19440000
HP01996,MMR,Powai,Apartment,2,3.0,1.0,Semi-Furnished,1226,943,857,4,15,Covered,High Rise,2004.0,21,South-East,9,False,,19.0409,72.92865,24500000
HP01577,Chennai,Adyar,Apartment,3,3.0,1.0,Semi-Furnished,1666,1412,1232,4,12,,Gated Community,2013.0,12,South-East,7,True,CHE-RERA-9156-25,13.129347,80.311385,15640000
HP00856,Chennai,Sholinganallur,Apartment,3,3.0,2.0,,1706,1434,1268,11,12,Open,Gated Community,2019.0,6,North-East,7,False,,13.194741,80.178327,15360000
HP00801,Chennai,Sholinganallur,Row House,4,5.0,1.0,Semi-Furnished,2343,1831,1517,2,7,Covered,Gated Community,1998.0,27,South-East,10,True,CHE-RERA-5449-60,13.105102,80.248355,20200000
HP00648,Bengaluru,HSR Layout,Villa,3,4.0,1.0,Semi-Furnished,2697,2180,1848,5,10,Open,Gated Community,2003.0,22,South-West,6,True,BEN-RERA-2102-57,12.830267,77.792074,27670000
HP02202,Delhi NCR,Ghaziabad-Indirapuram,Apartment,2,3.0,1.0,Semi-Furnished,1141,960,840,1,7,Covered,Mid Rise,2007.0,18,East,7,True,DEL-RERA-2200-35,28.585787,77.351139,10950000
HP01011,Pune,Baner,Apartment,3,3.0,1.0,Unfurnished,2451,2017,1782,1,3,Covered,Low Rise,2014.0,11,East,5,True,PUN-RERA-7887-55,18.497446,73.87748,22380000
HP00014,Ahmedabad,Prahlad Nagar,Independent House,4,5.0,1.0,Unfurnished,2557,1975,1647,2,7,Covered,Gated Community,2017.0,8,West,5,True,AHM-RERA-5654-71,22.901722,72.414982,12100000
HP01245,Hyderabad,Gachibowli,Apartment,2,2.0,1.0,Furnished,1524,1172,1038,5,5,Open,Standalone Building,2003.0,22,East,5,True,HYD-RERA-7326-44,17.419514,78.484938,10490000
HP00515,Pune,Kothrud,Apartment,2,3.0,2.0,Semi-Furnished,1721,1328,1136,6,28,Covered,High Rise,2000.0,25,North-East,7,False,,18.53279,73.836925,14790000
HP00410,Bengaluru,Yelahanka,Apartment,3,3.0,3.0,Furnished,1787,1438,1264,8,31,Basement,High Rise,2009.0,16,North-East,8,True,BEN-RERA-9200-63,12.844906,77.703033,14240000
HP02046,Ahmedabad,Thaltej,Apartment,1,2.0,1.0,Semi-Furnished,821,681,604,4,6,Covered,Gated Community,2018.0,7,North-West,8,True,AHM-RERA-1703-48,22.969534,72.529851,4360000
HP00314,Bengaluru,HSR Layout,Villa,4,4.0,1.0,Semi-Furnished,3289,2501,2077,4,4,Covered,Low Rise,2008.0,17,North-West,7,False,,12.891382,77.576174,32800000
HP01661,Chennai,Velachery,Row House,2,2.0,1.0,Furnished,1717,1383,1168,1,7,Covered,Gated Community,2015.0,10,North-East,7,True,CHE-RERA-9851-13,12.909801,80.308294,14260000
HP01507,Bengaluru,Electronic City,Apartment,2,3.0,2.0,Unfurnished,1006,835,759,1,7,Covered,Mid Rise,2022.0,3,North,8,True,BEN-RERA-6517-30,12.86964,77.496717,8670000
HP00566,Delhi NCR,Gurugram-DLF Phase 3,Apartment,2,2.0,1.0,Semi-Furnished,1736,1380,1167,8,34,Stilt,High Rise,2020.0,5,North-West,6,False,,28.328333,77.066796,15130000
HP01322,Hyderabad,Kukatpally,Studio,0,2.0,1.0,Semi-Furnished,764,621,542,2,6,Covered,Mid Rise,2010.0,15,East,9,True,HYD-RERA-5242-94,17.514929,78.438771,4920000
HP00686,Chennai,Anna Nagar,Apartment,2,2.0,2.0,Unfurnished,1300,988,851,8,10,Basement,Mid Rise,2011.0,14,North-West,10,False,,13.117412,80.179487,11370000
HP00383,Pune,Viman Nagar,Apartment,3,3.0,2.0,Semi-Furnished,1600,1222,1075,5,5,None,Low Rise,2011.0,14,South-West,7,True,PUN-RERA-5125-98,18.520992,73.869636,12940000
HP00979,Chennai,Velachery,Apartment,3,4.0,2.0,Unfurnished,2367,1871,1701,7,15,,High Rise,2023.0,2,North-East,7,True,CHE-RERA-8255-12,12.99142,80.318124,22670000
HP01434,Kolkata,Salt Lake,Independent House,5,6.0,1.0,Unfurnished,4030,3010,2544,0,3,Stilt,Bungalow,2012.0,13,South-East,7,False,,22.544833,88.458958,32100000
HP01579,Chennai,Velachery,Apartment,1,2.0,1.0,Unfurnished,914,692,612,27,39,Open,High Rise,2023.0,2,North-West,8,True,CHE-RERA-3947-15,13.029439,80.1652,8700000
HP02032,,Maninagar,Apartment,3,4.0,2.0,Unfurnished,1666,1412,1181,11,39,Covered,High Rise,2006.0,19,North,9,True,AHM-RERA-9778-73,23.147858,72.489386,7480000
HP00975,Ahmedabad,Bodakdev,Row House,2,3.0,1.0,Semi-Furnished,1441,1185,1021,3,5,None,Low Rise,2011.0,14,North-West,8,True,AHM-RERA-3953-24,23.052629,72.614458,7650000
HP00264,Bengaluru,Indiranagar,Villa,5,6.0,2.0,Semi-Furnished,3628,2816,2428,0,2,Covered,Low Rise,2020.0,5,South-East,6,True,BEN-RERA-9416-99,12.869707,77.707375,36000000
HP02037,Chennai,T Nagar,Apartment,2,2.0,1.0,Unfurnished,1232,971,883,1,15,Covered,High Rise,2006.0,19,North-East,8,True,CHE-RERA-7522-78,13.109252,80.182803,10910000
HP01291,Delhi NCR,Gurugram-DLF Phase 3,Row House,2,3.0,2.0,Semi-Furnished,1819,1401,1255,6,10,Covered,Gated Community,2013.0,12,South-East,7,True,DEL-RERA-9287-30,28.400563,77.035365,14840000
HP01122,Pune,Hinjawadi,Villa,4,5.0,1.0,Furnished,3549,2685,2189,1,2,Covered,Low Rise,2014.0,11,West,5,True,PUN-RERA-9818-76,18.47009,73.880838,40010000
HP01381,MMR,Thane West,Apartment,2,3.0,3.0,Semi-Furnished,1254,1019,854,6,7,Covered,Gated Community,2010.0,15,South-East,9,True,MMR-RERA-6047-88,19.102892,72.863101,22020000
HP02001,Ahmedabad,Vastrapur,Apartment,2,3.0,3.0,Semi-Furnished,1107,890,764,7,9,Basement,Gated Community,2018.0,7,South-West,8,True,AHM-RERA-6766-97,23.054452,72.571294,6200000
HP01037,Kolkata,New Town,Apartment,3,3.0,2.0,Unfurnished,1580,1235,1028,1,2,Open,Standalone Building,2009.0,16,North-East,4,False,,22.473654,88.477526,10010000
HP00009,Hyderabad,Jubilee Hills,Apartment,3,4.0,1.0,Semi-Furnished,2262,1876,1681,35,40,Covered,High Rise,2023.0,2,East,9,True,HYD-RERA-4875-11,17.294813,78.588039,20680000
HP00317,Kolkata,Jadavpur,Apartment,4,5.0,1.0,Unfurnished,3744,3027,2557,2,5,None,Low Rise,2006.0,19,South,8,False,,22.632453,88.430726,28100000
HP00305,Hyderabad,Jubilee Hills,Apartment,4,4.0,1.0,Unfurnished,3225,2432,2102,31,31,Basement,High Rise,2005.0,20,,10,True,HYD-RERA-8146-71,17.291078,78.579732,22750000
HP00428,Hyderabad,Banjara Hills,Apartment,4,4.0,1.0,,3275,2657,2295,11,21,Covered,High Rise,2010.0,15,North-West,9,True,HYD-RERA-6696-37,17.280488,78.510455,27450000
HP00106,Delhi NCR,Dwarka,Independent House,4,4.0,2.0,Furnished,3686,2769,2517,3,3,Covered,Standalone Building,2010.0,15,South,6,True,DEL-RERA-6673-27,28.656401,77.087577,31980000
HP01889,Hyderabad,Kondapur,Apartment,2,3.0,2.0,Semi-Furnished,1582,1240,1065,8,27,Covered,High Rise,2012.0,13,North,7,True,HYD-RERA-5741-87,17.310952,78.400011,14180000
HP00122,Chennai,OMR,Penthouse,4,5.0,2.0,Furnished,3914,2970,2540,18,28,Covered,High Rise,2010.0,15,West,6,True,CHE-RERA-6135-33,12.936668,80.288302,47740000
HP01415,Kolkata,Behala,Independent House,3,3.0,2.0,Semi-Furnished,2230,1738,1453,0,2,Basement,Bungalow,2019.0,6,South-East,7,False,,22.575821,88.386002,16370000
HP00914,Ahmedabad,Prahlad Nagar,Studio,0,2.0,0.0,Unfurnished,593,497,452,1,4,Covered,Standalone Building,2017.0,8,South-East,7,True,AHM-RERA-8176-31,23.04026,72.663053,2740000
HP01166,Chennai,Adyar,Apartment,3,4.0,1.0,Semi-Furnished,2293,1794,1553,2,10,Basement,Gated Community,2015.0,10,South,8,True,CHE-RERA-4376-64,13.048902,80.32477,23370000
HP01573,Bengaluru,Marathahalli,Apartment,3,4.0,1.0,Furnished,1318,1117,1011,1,2,Covered,Low Rise,2025.0,0,East,6,False,,12.955853,77.651982,13210000
HP00116,Ahmedabad,Thaltej,Villa,6,6.0,1.0,Unfurnished,4670,3958,3416,0,3,Open,Bungalow,2013.0,12,East,4,True,AHM-RERA-9726-26,23.113208,72.695428,23870000
HP01380,Bengaluru,Whitefield,Apartment,1,1.0,1.0,Unfurnished,898,719,625,15,18,Covered,High Rise,1998.0,27,South-West,9,True,BEN-RERA-1988-10,13.019321,77.640593,7690000
HP02208,MMR,Thane West,Apartment,3,3.0,1.0,Unfurnished,1927,1597,1402,2,12,Open,Mid Rise,2015.0,10,East,7,True,MMR-RERA-1076-53,19.265645,72.808997,29370000
HP01998,Kolkata,Jadavpur,Studio,0,2.0,0.0,Unfurnished,781,644,549,20,39,Stilt,High Rise,2004.0,21,North-West,5,False,,22.451655,88.328542,4630000
HP02174,Kolkata,New Town,Penthouse,4,5.0,1.0,Unfurnished,2834,2321,1932,26,30,Basement,High Rise,2025.0,0,East,8,True,KOL-RERA-4885-52,22.557528,88.478551,28210000
HP01874,MMR,Navi Mumbai-Kharghar,Villa,4,5.0,2.0,Furnished,3893,3050,2470,0,2,Stilt,Bungalow,2011.0,14,West,6,True,MMR-RERA-5652-70,19.079803,72.91588,86040000
